PE_chromosome	PE_start	PE_end	PE_identifier	Cassette_Yan_2015_Class	gene_symbol	alt_gene_list	element_chromosome	element_start	element_end	element_identifier	MIM_number	MIM_phenotypes	SFARI_genetic_category	SFARI_gene_score	SFARI_syndromic
chr3	39127536	39127592	PE_1_of_1_in_NM_001366900.1_intron_11_0_chr3_39126391_f	NMD_in	TTC21A	TTC21A, STI2, SPGF37	chr3	39126390	39128330	NM_001366900.1_intron_11_0_chr3_39126391_f	611430	Spermatogenic failure 37, 618429 (3), Autosomal recessive	NA	NA	NA
chr3	39385782	39385902	PE_1_of_1_in_NM_017875.4_intron_0_0_chr3_39383794_f	NMD_in	SLC25A38	SLC25A38, SIDBA2	chr3	39383793	39389494	NM_017875.4_intron_0_0_chr3_39383794_f	610819	Anemia, sideroblastic, 2, pyridoxine-refractory, 205950 (3), Autosomal recessive	NA	NA	NA
chr3	41680598	41680765	PE_1_of_1_in_NM_017886.4_intron_7_0_chr3_41663700_r	NMD_in	ULK4	ULK4, FAM7C1	chr3	41663699	41681507	NM_017886.4_intron_7_0_chr3_41663700_r	617010	NA	NA	NA	NA
chr3	42217243	42217315	PE_1_of_1_in_NM_001042646.3_intron_13_0_chr3_42209986_f	NMD_in	TRAK1	TRAK1, OIP106, KIAA1042, DEE68	chr3	42209985	42219493	NM_001042646.3_intron_13_0_chr3_42209986_f	608112	Developmental and epileptic encephalopathy 68, 618201 (3), Autosomal recessive	NA	NA	NA
chr3	42559284	42559384	PE_1_of_1_in_NM_032970.4_intron_2_0_chr3_42557697_r	NMD_in	SEC22C	SEC22C	chr3	42557696	42561116	NM_032970.4_intron_2_0_chr3_42557697_r	604028	NA	NA	NA	NA
chr3	42620016	42620043	PE_1_of_1_in_NM_005385.4_intron_4_0_chr3_42619709_f	NMD_in	NKTR	NKTR	chr3	42619708	42621428	NM_005385.4_intron_4_0_chr3_42619709_f	161565	NA	NA	NA	NA
chr3	42627200	42627227	PE_1_of_1_in_NM_005385.4_intron_5_0_chr3_42621517_f	NMD_in	NKTR	NKTR	chr3	42621516	42630545	NM_005385.4_intron_5_0_chr3_42621517_f	161565	NA	NA	NA	NA
chr3	42662061	42662113	PE_1_of_1_in_NM_145166.4_intron_2_0_chr3_42661633_f	NMD_in	ZBTB47	NA	chr3	42661632	42663011	NM_145166.4_intron_2_0_chr3_42661633_f	NA	NA	NA	NA	NA
chr3	43697923	43697972	PE_1_of_1_in_NM_016006.6_intron_0_0_chr3_43691040_f	NMD_in	ABHD5	ABHD5, CGI58, IECN2, NCIE2	chr3	43691039	43699275	NM_016006.6_intron_0_0_chr3_43691040_f	604780	Chanarin-Dorfman syndrome, 275630 (3), Autosomal recessive	NA	NA	NA
chr3	44754801	44754848	PE_1_of_1_in_NM_020696.4_intron_1_0_chr3_44754369_r	NMD_in	KIAA1143	NA	chr3	44754368	44761494	NM_020696.4_intron_1_0_chr3_44754369_r	NA	NA	NA	NA	NA
chr3	44847441	44847676	PE_1_of_1_in_NM_020242.3_intron_29_0_chr3_44843235_f	NMD_in	KIF15	KIF15, KLP2, KNSL7	chr3	44843234	44847984	NM_020242.3_intron_29_0_chr3_44843235_f	617569	NA	NA	NA	NA
chr3	44957812	44957884	PE_1_of_1_in_NM_001135179.2_intron_4_0_chr3_44945293_r	NMD_in	ZDHHC3	ZDHHC3, DHHC3, GODZ	chr3	44945292	44959130	NM_001135179.2_intron_4_0_chr3_44945293_r	617150	NA	NA	NA	NA
chr3	45778459	45779226	PE_1_of_1_in_NM_020208.4_intron_7_0_chr3_45775989_r	NMD_in	SLC6A20	SLC6A20, XT3	chr3	45775988	45780008	NM_020208.4_intron_7_0_chr3_45775989_r	605616	Iminoglycinuria, digenic, 242600 (3), Autosomal recessive, Digenic recessive; Hyperglycinuria, 138500 (3), Autosomal dominant	NA	NA	NA
chr3	45945764	45945923	PE_1_of_1_in_NM_006564.2_intron_0_0_chr3_45943541_f	NMD_in	CXCR6	CXCR6, STRL33, BONZO	chr3	45943540	45946460	NM_006564.2_intron_0_0_chr3_45943541_f	605163	NA	NA	NA	NA
chr3	45945764	45945923	PE_1_of_1_in_NM_024513.4_intron_3_0_chr3_45936544_r	NMD_in	FYCO1	FYCO1, CATC2, CTRCT18	chr3	45936543	45955248	NM_024513.4_intron_3_0_chr3_45936544_r	607182	Cataract 18, autosomal recessive, 610019 (3), Autosomal recessive	NA	NA	NA
chr3	45976497	45976564	PE_1_of_1_in_NM_024513.4_intron_13_0_chr3_45975346_r	NMD_in	FYCO1	FYCO1, CATC2, CTRCT18	chr3	45975345	45979704	NM_024513.4_intron_13_0_chr3_45975346_r	607182	Cataract 18, autosomal recessive, 610019 (3), Autosomal recessive	NA	NA	NA
chr3	45981010	45981218	PE_1_of_1_in_NM_024513.4_intron_14_0_chr3_45979831_r	NMD_in	FYCO1	FYCO1, CATC2, CTRCT18	chr3	45979830	45981569	NM_024513.4_intron_14_0_chr3_45979831_r	607182	Cataract 18, autosomal recessive, 610019 (3), Autosomal recessive	NA	NA	NA
chr3	47080866	47081082	PE_1_of_1_in_NM_014159.7_intron_8_0_chr3_47067119_r	NMD_in	SETD2	SETD2, SET2, HYPB, HBP231, KIAA1732, LLS	chr3	47067118	47083719	NM_014159.7_intron_8_0_chr3_47067119_r	612778	Luscan-Lumish syndrome, 616831 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic	1	0
chr3	47565343	47565453	PE_1_of_1_in_NM_006574.4_intron_0_0_chr3_47562762_r	NMD_in	CSPG5	CSPG5, NGC	chr3	47562761	47569151	NM_006574.4_intron_0_0_chr3_47562762_r	606775	NA	NA	NA	NA
chr3	47819235	47819263	PE_1_of_1_in_NM_138615.3_intron_3_0_chr3_47818118_f	NMD_in	DHX30	DHX30, DDX30, RETCOR, KIAA0890, NEDMIAL	chr3	47818117	47827346	NM_138615.3_intron_3_0_chr3_47818118_f	616423	Neurodevelopmental disorder with severe motor impairment and absent language, 617804 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic	NA	1
chr3	47975230	47975464	PE_1_of_1_in_NM_001385682.1_intron_17_0_chr3_47928351_r	NMD_in	MAP4	MAP4	chr3	47928350	47977864	NM_001385682.1_intron_17_0_chr3_47928351_r	157132	NA	NA	NA	NA
chr3	48411177	48411527	PE_1_of_1_in_NM_001130082.3_intron_9_0_chr3_48411037_r	NMD_in	PLXNB1	PLXNB1, SEP	chr3	48411036	48411862	NM_001130082.3_intron_9_0_chr3_48411037_r	601053	NA	Rare Single Gene Mutation	2	0
chr3	48650267	48650288	PE_1_of_1_in_NM_001407.3_intron_18_0_chr3_48649216_r	NMD_in	CELSR3	CELSR3, EGFL1, MEGF2	chr3	48649215	48650479	NM_001407.3_intron_18_0_chr3_48649216_r	604264	NA	NA	NA	NA
chr3	48945135	48945180	PE_1_of_1_in_NM_006321.4_intron_2_0_chr3_48927814_f	NMD_in	ARIH2	ARIH2, ARI2, TRIAD1	chr3	48927813	48961611	NM_006321.4_intron_2_0_chr3_48927814_f	605615	NA	NA	NA	NA
chr3	49003911	49004017	PE_1_of_1_in_NM_177939.3_intron_3_0_chr3_49002597_f	NMD_in	P4HTM	P4HTM, PH4, HIDEA	chr3	49002596	49004097	NM_177939.3_intron_3_0_chr3_49002597_f	614584	Hypotonia, hypoventilation, impaired intellectual development, dysautonomia, epilepsy, and eye abnormalities, 618493 (3), Autosomal recessive	NA	NA	NA
chr3	49846105	49846424	PE_1_of_1_in_NM_005879.3_intron_11_0_chr3_49844581_r	NMD_in	TRAIP	TRAIP, TRIP, RNF206, SCKL9	chr3	49844580	49847524	NM_005879.3_intron_11_0_chr3_49844581_r	605958	Seckel syndrome 9, 616777 (3), Autosomal recessive	NA	NA	NA
chr3	49996218	49996313	PE_1_of_1_in_NM_005777.3_intron_4_0_chr3_49975393_f	NMD_in	RBM6	RBM6, DEF3	chr3	49975392	49999439	NM_005777.3_intron_4_0_chr3_49975393_f	606886	NA	NA	NA	NA
chr3	50047159	50047325	PE_1_of_1_in_NM_005777.3_intron_5_0_chr3_49999514_f	NMD_in	RBM6	RBM6, DEF3	chr3	49999513	50048244	NM_005777.3_intron_5_0_chr3_49999514_f	606886	NA	NA	NA	NA
chr3	50175330	50175415	PE_1_of_1_in_NM_004186.5_intron_5_0_chr3_50175189_f	NMD_in	SEMA3F	SEMA3F, SEMA4	chr3	50175188	50176767	NM_004186.5_intron_5_0_chr3_50175189_f	601124	NA	NA	NA	NA
chr3	50237086	50237173	PE_1_of_1_in_NM_002070.4_intron_0_0_chr3_50236454_f	NMD_in	GNAI2	GNAI2, GNAI2B, GIP	chr3	50236453	50252099	NM_002070.4_intron_0_0_chr3_50236454_f	139360	Ventricular tachycardia, idiopathic, 192605 (3), Autosomal dominant; Pituitary adenoma, ACTH-secreting, somatic (3)	NA	NA	NA
chr3	50327492	50327570	PE_1_of_1_in_NM_007275.3_intron_1_0_chr3_50326478_r	NMD_in	TUSC2	FUS1	chr3	50326477	50327953	NM_007275.3_intron_1_0_chr3_50326478_r	607052	NA	NA	NA	NA
chr3	50337109	50337274	PE_1_of_1_in_NM_007182.5_intron_3_0_chr3_50332155_r	NMD_in	RASSF1	RASSF1	chr3	50332154	50337904	NM_007182.5_intron_3_0_chr3_50332155_r	605082	NA	NA	NA	NA
chr3	52555260	52555429	PE_1_of_1_in_NM_001394867.1_intron_3_0_chr3_52554880_r	NMD_in	PBRM1	PBRM1, PB1, BAF180, RCC	chr3	52554879	52558248	NM_001394867.1_intron_3_0_chr3_52554880_r	606083	?Renal cell carcinoma, clear cell, 144700 (3)	NA	NA	NA
chr3	52626056	52626207	PE_1_of_1_in_NM_001394867.1_intron_16_0_chr3_52617539_r	NMD_in	PBRM1	PBRM1, PB1, BAF180, RCC	chr3	52617538	52627272	NM_001394867.1_intron_16_0_chr3_52617539_r	606083	?Renal cell carcinoma, clear cell, 144700 (3)	NA	NA	NA
chr3	53243582	53243621	PE_1_of_1_in_NM_001064.4_intron_12_0_chr3_53242243_r	NMD_in	TKT	TKT, SDDHD	chr3	53242242	53255835	NM_001064.4_intron_12_0_chr3_53242243_r	606781	Short stature, developmental delay, and congenital heart defects, 617044 (3), Autosomal recessive	NA	NA	NA
chr3	53790980	53791031	PE_1_of_1_in_NM_001128840.3_intron_39_0_chr3_53786953_f	NMD_in	CACNA1D	CACNA1D, CACNL1A2, CCHL1A2, SANDD, PASNA	chr3	53786952	53800248	NM_001128840.3_intron_39_0_chr3_53786953_f	114206	Primary aldosteronism, seizures, and neurologic abnormalities, 615474 (3), Autosomal dominant; Sinoatrial node dysfunction and deafness, 614896 (3), Autosomal recessive	Rare Single Gene Mutation, Syndromic, Genetic Association, Functional	2	0
chr3	54872853	54872913	PE_1_of_1_in_NM_018398.3_intron_17_0_chr3_54871623_f	NMD_in	CACNA2D3	CACNA2D3	chr3	54871622	54879017	NM_018398.3_intron_17_0_chr3_54871623_f	606399	NA	Rare Single Gene Mutation, Functional	1	0
chr3	54989386	54989546	PE_1_of_1_in_NM_018398.3_intron_30_0_chr3_54987754_f	NMD_in	CACNA2D3	CACNA2D3	chr3	54987753	55004762	NM_018398.3_intron_30_0_chr3_54987754_f	606399	NA	Rare Single Gene Mutation, Functional	1	0
chr3	55606750	55606965	PE_1_of_1_in_NM_015576.3_intron_0_0_chr3_55511277_r	NMD_in	ERC2	ERC2, CAST, KIAA0378	chr3	55511276	55683793	NM_015576.3_intron_0_0_chr3_55511277_r	617250	NA	NA	NA	NA
chr3	55702087	55702234	PE_1_of_1_in_NM_015576.3_intron_2_0_chr3_55699513_r	NMD_in	ERC2	ERC2, CAST, KIAA0378	chr3	55699512	55734770	NM_015576.3_intron_2_0_chr3_55699513_r	617250	NA	NA	NA	NA
chr3	56783260	56783457	PE_1_of_1_in_NM_019555.3_intron_8_0_chr3_56773817_r	NMD_in	ARHGEF3	ARHGEF3, XPLN	chr3	56773816	56801702	NM_019555.3_intron_8_0_chr3_56773817_r	612115	NA	NA	NA	NA
chr3	58099638	58099735	PE_1_of_1_in_NM_001457.4_intron_7_0_chr3_58098909_f	NMD_in	FLNB	FLNB, SCT, AOI, LRS1	chr3	58098908	58102202	NM_001457.4_intron_7_0_chr3_58098909_f	603381	Larsen syndrome, 150250 (3), Autosomal dominant; Atelosteogenesis, type I, 108720 (3), Autosomal dominant; Atelosteogenesis, type III, 108721 (3), Autosomal dominant; Spondylocarpotarsal synostosis syndrome, 272460 (3), Autosomal recessive; Boomerang dysplasia, 112310 (3), Autosomal dominant	NA	NA	NA
chr3	58122657	58122726	PE_1_of_1_in_NM_001457.4_intron_19_0_chr3_58121504_f	NMD_in	FLNB	FLNB, SCT, AOI, LRS1	chr3	58121503	58123092	NM_001457.4_intron_19_0_chr3_58121504_f	603381	Larsen syndrome, 150250 (3), Autosomal dominant; Atelosteogenesis, type I, 108720 (3), Autosomal dominant; Atelosteogenesis, type III, 108721 (3), Autosomal dominant; Spondylocarpotarsal synostosis syndrome, 272460 (3), Autosomal recessive; Boomerang dysplasia, 112310 (3), Autosomal dominant	NA	NA	NA
chr3	58155710	58155762	PE_1_of_1_in_NM_001457.4_intron_39_0_chr3_58154929_f	NMD_in	FLNB	FLNB, SCT, AOI, LRS1	chr3	58154928	58155959	NM_001457.4_intron_39_0_chr3_58154929_f	603381	Larsen syndrome, 150250 (3), Autosomal dominant; Atelosteogenesis, type I, 108720 (3), Autosomal dominant; Atelosteogenesis, type III, 108721 (3), Autosomal dominant; Spondylocarpotarsal synostosis syndrome, 272460 (3), Autosomal recessive; Boomerang dysplasia, 112310 (3), Autosomal dominant	NA	NA	NA
chr3	58283473	58283576	PE_1_of_1_in_NM_001320126.2_intron_6_0_chr3_58274816_f	NMD_in	ABHD6	ADHB6	chr3	58274815	58285084	NM_001320126.2_intron_6_0_chr3_58274816_f	616966	NA	NA	NA	NA
chr3	62460541	62460651	PE_1_of_1_in_NM_003716.4_intron_3_0_chr3_62445798_r	NMD_in	CADPS	CADPS, CAPS	chr3	62445797	62465366	NM_003716.4_intron_3_0_chr3_62445798_r	604667	NA	Rare Single Gene Mutation, Genetic Association	2	0
chr3	62513454	62513536	PE_1_of_2_in_NM_003716.4_intron_13_0_chr3_62512769_r	NMD_in	CADPS	CADPS, CAPS	chr3	62512768	62516058	NM_003716.4_intron_13_0_chr3_62512769_r	604667	NA	Rare Single Gene Mutation, Genetic Association	2	0
chr3	62515285	62515320	PE_2_of_2_in_NM_003716.4_intron_13_0_chr3_62512769_r	NMD_in	CADPS	CADPS, CAPS	chr3	62512768	62516058	NM_003716.4_intron_13_0_chr3_62512769_r	604667	NA	Rare Single Gene Mutation, Genetic Association	2	0
chr3	62666391	62666471	PE_1_of_1_in_NM_003716.4_intron_26_0_chr3_62662395_r	NMD_in	CADPS	CADPS, CAPS	chr3	62662394	62753440	NM_003716.4_intron_26_0_chr3_62662395_r	604667	NA	Rare Single Gene Mutation, Genetic Association	2	0
chr3	63506108	63506295	PE_1_of_1_in_NM_001130003.2_intron_2_0_chr3_63480957_f	NMD_in	SYNPR	NA	chr3	63480956	63556542	NM_001130003.2_intron_2_0_chr3_63480957_f	NA	NA	NA	NA	NA
chr3	66297515	66297615	PE_1_of_1_in_NM_001379210.1_intron_4_0_chr3_66263380_f	NMD_in	SLC25A26	SLC25A26, SAMC, COXPD28	chr3	66263379	66346363	NM_001379210.1_intron_4_0_chr3_66263380_f	611037	Combined oxidative phosphorylation deficiency 28, 616794 (3), Autosomal recessive	NA	NA	NA
chr3	66451970	66452175	PE_1_of_1_in_NM_015541.3_intron_16_0_chr3_66451634_r	NMD_in	LRIG1	LRIG1, LIG1	chr3	66451633	66462437	NM_015541.3_intron_16_0_chr3_66451634_r	608868	NA	NA	NA	NA
chr3	69762722	69762789	PE_1_of_1_in_NM_001354604.2_intron_0_0_chr3_69739702_f	NMD_in	MITF	MITF, WS2A, CMM8, COMMAD	chr3	69739701	69879133	NM_001354604.2_intron_0_0_chr3_69739702_f	156845	Waardenburg syndrome, type 2A, 193510 (3), Autosomal dominant; {Melanoma, cutaneous malignant, susceptibility to, 8}, 614456 (3); Tietz albinism-deafness syndrome, 103500 (3), Autosomal dominant; Waardenburg syndrome/ocular albinism, digenic, 103470 (3); COMMAD syndrome, 617306 (3), Autosomal recessive	NA	NA	NA
chr3	70972011	70972180	PE_1_of_1_in_NM_001349338.3_intron_2_0_chr3_70970806_r	NMD_in	FOXP1	FOXP1, QRF1	chr3	70970805	70972554	NM_001349338.3_intron_2_0_chr3_70970806_r	605515	Intellectual developmental disorder with language impairment with or without autistic features, 613670 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic, Genetic Association, Functional	1	0
chr3	101653365	101653484	PE_1_of_1_in_NM_014415.4_intron_2_0_chr3_101652939_r	NMD_in	ZBTB11	ZBTB11, MRT69	chr3	101652938	101654703	NM_014415.4_intron_2_0_chr3_101652939_r	618181	Intellectual developmental disorder, autosomal recessive 69, 618383 (3), Autosomal recessive	NA	NA	NA
chr3	101666034	101666119	PE_1_of_1_in_NM_014415.4_intron_7_0_chr3_101665809_r	NMD_in	ZBTB11	ZBTB11, MRT69	chr3	101665808	101671129	NM_014415.4_intron_7_0_chr3_101665809_r	618181	Intellectual developmental disorder, autosomal recessive 69, 618383 (3), Autosomal recessive	NA	NA	NA
chr3	105865856	105866081	PE_1_of_1_in_NM_170662.5_intron_16_0_chr3_105853665_r	NMD_in	CBLB	CBLB	chr3	105853664	105867409	NM_170662.5_intron_16_0_chr3_105853665_r	604491	NA	NA	NA	NA
chr3	108628777	108628910	PE_1_of_1_in_NM_014648.4_intron_6_0_chr3_108625970_f	NMD_in	DZIP3	DZIP3, KIAA0675	chr3	108625969	108629061	NM_014648.4_intron_6_0_chr3_108625970_f	608672	NA	NA	NA	NA
chr3	111683190	111683301	PE_1_of_1_in_NM_001185106.1_intron_0_0_chr3_111675409_f	NMD_in	PLCXD2	PLCXD1	chr3	111675408	111707925	NM_001185106.1_intron_0_0_chr3_111675409_f	617015	NA	NA	NA	NA
chr3	112545512	112545584	PE_1_of_1_in_NM_022488.5_intron_6_0_chr3_112544107_r	NMD_in	ATG3	ATG3, APG3	chr3	112544106	112548532	NM_022488.5_intron_6_0_chr3_112544107_r	609606	NA	NA	NA	NA
chr3	113500050	113500227	PE_1_of_1_in_NM_144718.4_intron_14_0_chr3_113499583_r	NMD_in	SPICE1	SPICE1, CCDC52	chr3	113499582	113503179	NM_144718.4_intron_14_0_chr3_113499583_r	613447	NA	NA	NA	NA
chr3	113619813	113619867	PE_1_of_1_in_NM_017699.3_intron_20_0_chr3_113619727_f	NMD_in	SIDT1	SIDT1	chr3	113619726	113623426	NM_017699.3_intron_20_0_chr3_113619727_f	606816	NA	NA	NA	NA
chr3	115631248	115631311	PE_1_of_2_in_NM_002045.4_intron_0_0_chr3_115623720_f	NMD_in	GAP43	GAP43	chr3	115623719	115676012	NM_002045.4_intron_0_0_chr3_115623720_f	162060	NA	NA	NA	NA
chr3	115644261	115644372	PE_2_of_2_in_NM_002045.4_intron_0_0_chr3_115623720_f	NMD_in	GAP43	GAP43	chr3	115623719	115676012	NM_002045.4_intron_0_0_chr3_115623720_f	162060	NA	NA	NA	NA
chr3	115699582	115699650	PE_1_of_1_in_NM_002045.4_intron_1_0_chr3_115676611_f	NMD_in	GAP43	GAP43	chr3	115676610	115720793	NM_002045.4_intron_1_0_chr3_115676611_f	162060	NA	NA	NA	NA
chr3	119435754	119435934	PE_1_of_1_in_NM_018266.3_intron_1_0_chr3_119434883_r	NMD_in	TMEM39A	NA	chr3	119434882	119436790	NM_018266.3_intron_1_0_chr3_119434883_r	NA	NA	NA	NA	NA
chr3	119437587	119437648	PE_1_of_1_in_NM_018266.3_intron_2_0_chr3_119436979_r	NMD_in	TMEM39A	NA	chr3	119436978	119437754	NM_018266.3_intron_2_0_chr3_119436979_r	NA	NA	NA	NA	NA
chr3	119449941	119449991	PE_1_of_1_in_NM_018266.3_intron_4_0_chr3_119447173_r	NMD_in	TMEM39A	NA	chr3	119447172	119452446	NM_018266.3_intron_4_0_chr3_119447173_r	NA	NA	NA	NA	NA
chr3	120695028	120695131	PE_1_of_1_in_NM_173825.5_intron_2_0_chr3_120694225_r	NMD_in	RABL3	RABL3, PNCA5	chr3	120694224	120698422	NM_173825.5_intron_2_0_chr3_120694225_r	618542	{?Pancreatic cancer, susceptibility to, 5}, 618680 (3), Autosomal dominant	NA	NA	NA
chr3	121223243	121223370	PE_1_of_1_in_NM_001308330.2_intron_10_0_chr3_121223158_f	NMD_in	STXBP5L	STXBP5L, LLGL4	chr3	121223157	121233615	NM_001308330.2_intron_10_0_chr3_121223158_f	609381	NA	NA	NA	NA
chr3	121540094	121540188	PE_1_of_1_in_NM_199420.4_intron_26_0_chr3_121539590_r	NMD_in	POLQ	POLQ	chr3	121539589	121541348	NM_199420.4_intron_26_0_chr3_121539590_r	604419	NA	NA	NA	NA
chr3	121682916	121682962	PE_1_of_1_in_NM_001366282.2_intron_7_0_chr3_121681866_r	NMD_in	GOLGB1	GOLGB1, GCP372	chr3	121681865	121690669	NM_001366282.2_intron_7_0_chr3_121681866_r	602500	NA	NA	NA	NA
chr3	121718844	121718913	PE_1_of_1_in_NM_001366282.2_intron_14_0_chr3_121718502_r	NMD_in	GOLGB1	GOLGB1, GCP372	chr3	121718501	121719645	NM_001366282.2_intron_14_0_chr3_121718502_r	602500	NA	NA	NA	NA
chr3	122457725	122457847	PE_1_of_1_in_NM_002264.4_intron_8_0_chr3_122454002_r	NMD_in	KPNA1	KPNA1, RCH2, SRP1	chr3	122454001	122461223	NM_002264.4_intron_8_0_chr3_122454002_r	600686	NA	NA	NA	NA
chr3	122557425	122557618	PE_1_of_1_in_NM_001146105.2_intron_7_0_chr3_122556122_r	NMD_in	PARP9	PARP9, BAL1, BAL	chr3	122556121	122558433	NM_001146105.2_intron_7_0_chr3_122556122_r	612065	NA	NA	NA	NA
chr3	123134665	123134858	PE_1_of_1_in_NM_006810.4_intron_10_0_chr3_123130617_f	NMD_in	PDIA5	PDIA5, PDIR	chr3	123130616	123145521	NM_006810.4_intron_10_0_chr3_123130617_f	616942	NA	NA	NA	NA
chr3	124674892	124674988	PE_1_of_1_in_NM_001388419.1_intron_48_0_chr3_124674615_f	NMD_in	KALRN	KALRN, HAPIP, DUO	chr3	124674614	124678189	NM_001388419.1_intron_48_0_chr3_124674615_f	604605	NA	NA	NA	NA
chr3	129655544	129655734	PE_1_of_1_in_NM_001017395.5_intron_1_0_chr3_129655104_r	NMD_in	TMCC1	TMCC1, KIAA0779	chr3	129655103	129670329	NM_001017395.5_intron_1_0_chr3_129655104_r	616242	NA	NA	NA	NA
chr3	129688475	129688651	PE_1_of_2_in_NM_001017395.5_intron_2_0_chr3_129671265_r	NMD_in	TMCC1	TMCC1, KIAA0779	chr3	129671264	129827802	NM_001017395.5_intron_2_0_chr3_129671265_r	616242	NA	NA	NA	NA
chr3	129794324	129794517	PE_2_of_2_in_NM_001017395.5_intron_2_0_chr3_129671265_r	NMD_in	TMCC1	TMCC1, KIAA0779	chr3	129671264	129827802	NM_001017395.5_intron_2_0_chr3_129671265_r	616242	NA	NA	NA	NA
chr3	131016989	131017048	PE_1_of_1_in_NM_014065.4_intron_1_0_chr3_131016340_r	NMD_in	ASTE1	NA	chr3	131016339	131018505	NM_014065.4_intron_1_0_chr3_131016340_r	NA	NA	NA	NA	NA
chr3	132484362	132484492	PE_1_of_1_in_NM_015268.4_intron_27_0_chr3_132483578_f	NMD_in	DNAJC13	DNAJC13, RME8, KIAA0678	chr3	132483577	132484587	NM_015268.4_intron_27_0_chr3_132483578_f	614334	NA	NA	NA	NA
chr3	132537157	132537265	PE_1_of_1_in_NM_015268.4_intron_54_0_chr3_132531098_f	NMD_in	DNAJC13	DNAJC13, RME8, KIAA0678	chr3	132531097	132538175	NM_015268.4_intron_54_0_chr3_132531098_f	614334	NA	NA	NA	NA
chr3	133893536	133893628	PE_1_of_1_in_NM_016577.4_intron_6_0_chr3_133864643_r	NMD_in	RAB6B	RAB6B	chr3	133864642	133895396	NM_016577.4_intron_6_0_chr3_133864643_r	615852	NA	NA	NA	NA
chr3	136930446	136930593	PE_1_of_1_in_NM_001291999.2_intron_1_0_chr3_136928228_f	NMD_in	NCK1	NCK	chr3	136928227	136945582	NM_001291999.2_intron_1_0_chr3_136928228_f	600508	NA	NA	NA	NA
chr3	138682143	138682207	PE_1_of_1_in_NM_006219.3_intron_5_0_chr3_138682046_r	NMD_in	PIK3CB	PIK3CB, PI3KCB	chr3	138682045	138683677	NM_006219.3_intron_5_0_chr3_138682046_r	602925	NA	NA	NA	NA
chr3	139387578	139387743	PE_1_of_1_in_NM_004766.3_intron_20_0_chr3_139383436_r	NMD_in	COPB2	COPB2, MCPH19	chr3	139383435	139389547	NM_004766.3_intron_20_0_chr3_139383436_r	606990	?Microcephaly 19, primary, autosomal recessive, 617800 (3), Autosomal recessive	NA	NA	NA
chr3	140965159	140965223	PE_1_of_3_in_NM_001104647.3_intron_3_0_chr3_140963228_f	NMD_in	SLC25A36	SLC25A36, PNC2	chr3	140963227	140970926	NM_001104647.3_intron_3_0_chr3_140963228_f	616149	NA	NA	NA	NA
chr3	140966347	140966433	PE_2_of_3_in_NM_001104647.3_intron_3_0_chr3_140963228_f	NMD_in	SLC25A36	SLC25A36, PNC2	chr3	140963227	140970926	NM_001104647.3_intron_3_0_chr3_140963228_f	616149	NA	NA	NA	NA
chr3	140966933	140967035	PE_3_of_3_in_NM_001104647.3_intron_3_0_chr3_140963228_f	NMD_in	SLC25A36	SLC25A36, PNC2	chr3	140963227	140970926	NM_001104647.3_intron_3_0_chr3_140963228_f	616149	NA	NA	NA	NA
chr3	141262612	141262722	PE_1_of_1_in_NM_001037172.3_intron_1_0_chr3_141260255_f	NMD_in	PXYLP1	PXYLP1, XYLP, ACPL2	chr3	141260254	141278341	NM_001037172.3_intron_1_0_chr3_141260255_f	619732	NA	NA	NA	NA
chr3	141902135	141902226	PE_1_of_1_in_NM_001679.4_intron_0_0_chr3_141876911_f	NMD_in	ATP1B3	ATP1B3	chr3	141876910	141903619	NM_001679.4_intron_0_0_chr3_141876911_f	601867	NA	NA	NA	NA
chr3	141917148	141917319	PE_1_of_1_in_NM_001679.4_intron_4_0_chr3_141916021_f	NMD_in	ATP1B3	ATP1B3	chr3	141916020	141921976	NM_001679.4_intron_4_0_chr3_141916021_f	601867	NA	NA	NA	NA
chr3	142415513	142415599	PE_1_of_1_in_NM_001282857.2_intron_27_0_chr3_142414292_r	NMD_in	XRN1	XRN1, SEP1	chr3	142414291	142417139	NM_001282857.2_intron_27_0_chr3_142414292_r	607994	NA	NA	NA	NA
chr3	142705266	142705349	PE_1_of_1_in_NM_001145319.2_intron_13_0_chr3_142704587_f	NMD_in	PLS1	PLS1, DFNA76	chr3	142704586	142711500	NM_001145319.2_intron_13_0_chr3_142704587_f	602734	Deafness, autosomal dominant 76, 618787 (3), Autosomal dominant	NA	NA	NA
chr3	151451381	151451459	PE_1_of_1_in_NM_178822.5_intron_2_0_chr3_151449266_r	NMD_in	IGSF10	IGSF10	chr3	151449265	151453383	NM_178822.5_intron_2_0_chr3_151449266_r	617351	NA	NA	NA	NA
chr3	152448079	152448101	PE_1_of_1_in_NM_021038.5_intron_5_0_chr3_152447774_f	NMD_in	MBNL1	MBNL1, KIAA0428, EXP	chr3	152447773	152455541	NM_021038.5_intron_5_0_chr3_152447774_f	606516	NA	NA	NA	NA
chr3	152458130	152458193	PE_1_of_1_in_NM_021038.5_intron_7_0_chr3_152456362_f	NMD_in	MBNL1	MBNL1, KIAA0428, EXP	chr3	152456361	152459270	NM_021038.5_intron_7_0_chr3_152456362_f	606516	NA	NA	NA	NA
