HGNC ID	Approved symbol	Previous symbols	Alias symbols	Chromosome	Accession numbers	Alias names	Previous name
HGNC:17662	PTBP2		brPTB, nPTB, PTB, PTBLP	1p21.3	AB051232
HGNC:10253	PTBP3	ROD1	DKFZp781I1117	9q32	AB023967		"regulator of differentiation (in S. pombe) 1", "ROD1 regulator of differentiation 1 (S. pombe)"
HGNC:18887	PTC						"phenylthiocarbamide tasting"
HGNC:22198	PTCD1		KIAA0632	7q22.1	AB014532
HGNC:25734	PTCD2		FLJ12598	5q13.2	BC018720
HGNC:31718	PTCD2P1			14q11.2
HGNC:45168	PTCD2P2			10q23.31
HGNC:24717	PTCD3		FLJ20758, DKFZp666K071	2p11.2
HGNC:9585	PTCH1	NBCCS, PTCH	BCNS	9q22.32	AI494442		"patched (Drosophila) homolog", "patched homolog (Drosophila)", "patched homolog 1 (Drosophila)"
HGNC:9586	PTCH2			1p34.1	AF091501		"patched (Drosophila) homolog 2", "patched homolog 2 (Drosophila)"
HGNC:26392	PTCHD1		FLJ30296	Xp22.11	AK054858
HGNC:37703	PTCHD1-AS		PTCHD1AS1, PTCHD1AS2, DDX53-AS1	Xp22.11	DA355362, BX115199	"DDX53 antisense RNA 1 (non-protein coding)"
HGNC:24776	PTCHD3		FLJ44037, PTR	10p12.1	AK126025		"patched domain containing 3"
HGNC:44945	PTCHD3P1			10p11.23
HGNC:44946	PTCHD3P2			2q31.1
HGNC:44947	PTCHD3P3			6q21
HGNC:21345	PTCHD4	C6orf138	dJ402H5.2, FLJ41841, PTCH53	6p12.3			"chromosome 6 open reading frame 138"
HGNC:21290	PTCRA		PTA, PT-ALPHA	6p21.1	AF084941		"pre T-cell antigen receptor alpha"
HGNC:37127	PTCSC1	PTCSC	AK023948, NCRNA00197	8q24	AK023948	"non-protein coding RNA 197"	"papillary thyroid carcinoma susceptibility candidate (non-protein coding)", "papillary thyroid carcinoma susceptibility candidate 1 (non-protein coding)"
HGNC:44086	PTCSC2			9q22.33	HG502283, BE073442		"papillary thyroid carcinoma susceptibility candidate 2 (non-protein coding)"
HGNC:43959	PTCSC3			14q13.3	JN689234, CB987890		"papillary thyroid carcinoma susceptibility candidate 3 (non-protein coding)"
HGNC:9587	PTDSS1		KIAA0024, PSSA, PSS1	8q22.1	D14694
HGNC:15463	PTDSS2		PSS2	11p15.5	BC001210
HGNC:9588	PTEN	BZS, MHAM	MMAC1, TEP1, PTEN1	10q23.31	U92436	"mutated in multiple advanced cancers 1"
HGNC:9589	PTENP1		PTEN2, psiPTEN, PTH2, PTEN-rs, PTENpg1	9p13.3	AF023139, BC038293, BY797336		"phosphatase and tensin homolog pseudogene 1 (functional)"
HGNC:48773	PTENP1-AS		PTENpg1-asRNA	9p13.3	BX374997
HGNC:9590	PTER			10p13	BC015092
HGNC:23734	PTF1A		PTF1-p48, bHLHa29, p48	10p12.2	BK000272		"pancreas specific transcription factor, 1a"
HGNC:9591	PTGDR		DP, DP1, PTGDR1	14q22.1	U31332
HGNC:4502	PTGDR2	GPR44	CRTH2, CD294, DP2	11q12.2	AF118265	"chemoattractant receptor homologous molecule expressed on T helper type 2 cells"	"G protein-coupled receptor 44"
HGNC:9592	PTGDS		PGDS, L-PGDS	9q34.3	AA621632	"lipocalin-type prostaglandin D synthase"	"prostaglandin D2 synthase (21kD, brain)", "prostaglandin D2 synthase 21kDa (brain)"
HGNC:9593	PTGER1		EP1	19p13.1			"prostaglandin E receptor 1 (subtype EP1), 42kD", "prostaglandin E receptor 1 (subtype EP1), 42kDa"
HGNC:9594	PTGER2		EP2	14q22.1			"prostaglandin E receptor 2 (subtype EP2), 53kD", "prostaglandin E receptor 2 (subtype EP2), 53kDa"
HGNC:9595	PTGER3		EP3, lnc003875	1p31.1	X83863		"prostaglandin E receptor 3 (subtype EP3)"
HGNC:9596	PTGER4		EP4	5p13.1	L28175		"prostaglandin E receptor 4 (subtype EP4)"
HGNC:9597	PTGER4P1			9p11.2			"prostaglandin E receptor 4 (subtype EP4) pseudogene 1"
HGNC:9598	PTGER4P2			9q21.1			"prostaglandin E receptor 4 (subtype EP4) pseudogene 2"
HGNC:44749	PTGER4P2-CDK2AP2P2			9q13
HGNC:38498	PTGER4P3			9q21.11			"prostaglandin E receptor 4 (subtype EP4) pseudogene 3"
HGNC:9599	PTGES	MGST1L1	MGST-IV, PIG12, MGST1-L1, TP53I12	9q34.11	AF010316	"microsomal glutathione S-transferase 1-like 1", "tumor protein p53 inducible protein 12", "p53-induced gene 12", "microsomal prostaglandin E synthase-1", "glutathione S-transferase 1-like 1", "MGST1-like 1"
HGNC:17822	PTGES2	C9orf15	FLJ14038	9q34.11	AK024100		"chromosome 9 open reading frame 15"
HGNC:48711	PTGES2-AS1			9q34.11	BC141829, BC151210
HGNC:16049	PTGES3		p23, TEBP, cPGES	12q13.3	BC003005		"prostaglandin E synthase 3 (cytosolic)"
HGNC:43943	PTGES3L			17q21.31			"prostaglandin E synthase 3 (cytosolic)-like"
HGNC:43946	PTGES3L-AARSD1			17q21.31
HGNC:43824	PTGES3P1			1p22.2			"prostaglandin E synthase 3 (cytosolic) pseudogene 1"
HGNC:43822	PTGES3P2			2p23.3			"prostaglandin E synthase 3 (cytosolic) pseudogene 2"
HGNC:43823	PTGES3P3			4q33			"prostaglandin E synthase 3 (cytosolic) pseudogene 3"
HGNC:43825	PTGES3P4			10q24.32			"prostaglandin E synthase 3 (cytosolic) pseudogene 4"
HGNC:43826	PTGES3P5			10q25.1			"prostaglandin E synthase 3 (cytosolic) pseudogene 5"
HGNC:9600	PTGFR		FP	1p31.1	AF004021	"FP prostanoid receptor"	"prostaglandin F receptor (FP)"
HGNC:9601	PTGFRN		FPRP, EWI-F, CD9P-1, FLJ11001, KIAA1436, SMAP-6, CD315	1p13.1	AB014734		"prostaglandin F2 receptor negative regulator"
HGNC:9602	PTGIR		IP	19q13.32		"prostacyclin receptor"	"prostaglandin I2 (prostacyclin) receptor (IP)"
HGNC:9603	PTGIS		PGIS, CYP8A1	20q13.13		"cytochrome P450, family 8, subfamily A, polypeptide 1", "prostacyclin synthase"	"prostaglandin I2 (prostacyclin) synthase"
HGNC:18429	PTGR1	LTB4DH	ZADH3	9q31.3	D49387	"zinc binding alcohol dehydrogenase domain containing 3"	"leukotriene B4 12-hydroxydehydrogenase"
HGNC:20149	PTGR2	ZADH1	FLJ39091	14q24.3	AK096410		"zinc binding alcohol dehydrogenase domain containing 1"
HGNC:28697	PTGR3	ZADH2	MGC45594, PTGR-3	18q22.3	BC033780	"prostaglandin reductase-3"	"zinc binding alcohol dehydrogenase domain containing 2"
HGNC:9604	PTGS1		COX1, PGHS-1, PTGHS	9q33.2	M59979	"cyclooxygenase-1"	"prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)"
HGNC:9605	PTGS2		COX2	1q31.1	D28235	"prostaglandin G/H synthase 2", "cyclooxygenase 2"	"prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)"
HGNC:9606	PTH		PTH1	11p15.3	J00301	"parathyrin", "parathormone", "parathyroid hormone 1", "preproparathyroid hormone", "prepro-PTH"
HGNC:9608	PTH1R	PTHR, PTHR1		3p21.31			"parathyroid hormone receptor 1"
HGNC:30828	PTH2		TIP39	19q13.33	AY037555	"tuberoinfundibular 39 residues"
HGNC:9609	PTH2R	PTHR2		2q34	BC036811		"parathyroid hormone receptor 2"
HGNC:9607	PTHLH		PTHRP, HHM, PLP, PTHR	12p11.22		"osteostatin", "parathyroid hormone-like hormone preproprotein", "parathyroid hormone-related protein preproprotein"
HGNC:9610	PTK1
HGNC:9611	PTK2		FAK, FADK, FAK1, PPP1R71	8q24.3	L13616	"protein phosphatase 1, regulatory subunit 71"	"PTK2 protein tyrosine kinase 2"
HGNC:9612	PTK2B	FAK2	CAKB, PYK2, RAFTK, PTK, CADTK	8p21.2	U33284		"FAK2"
HGNC:9613	PTK3A
HGNC:9614	PTK3B
HGNC:9615	PTK4						"PTK4 protein tyrosine kinase 4"
HGNC:9616	PTK5			6pter-6qter			"PTK5 protein tyrosine kinase 5"
HGNC:9617	PTK6		BRK	20q13.33	U61412		"PTK6 protein tyrosine kinase 6"
HGNC:9618	PTK7		CCK4	6p21.1	AF447176	"colon carcinoma kinase 4"	"PTK7 protein tyrosine kinase 7", "protein tyrosine kinase 7"
HGNC:9619	PTK8			3pter-3qter			"PTK8 protein tyrosine kinase 8"
HGNC:9622	PTLAH		FPAH	17q21-q22
HGNC:9623	PTMA	TMSA		2q37.1		"gene sequence 28", "prothymosin-α"	"prothymosin, alpha (gene sequence 28)", "prothymosin, alpha"
HGNC:9624	PTMAP1		Em:AB023049.6	6p21.33	S41692		"prothymosin, alpha pseudogene 1 (gene sequence 26)", "prothymosin, alpha pseudogene 1"
HGNC:9625	PTMAP2			5q23.1	S41694		"prothymosin, alpha pseudogene 2 (gene sequence 32)", "prothymosin, alpha pseudogene 2"
HGNC:9626	PTMAP3			20p11.23	S41695		"prothymosin, alpha pseudogene 3 (gene sequence 34)", "prothymosin, alpha pseudogene 3"
HGNC:9627	PTMAP4			12p13.31	S38624		"prothymosin, alpha pseudogene 4 (gene sequence 112)", "prothymosin, alpha pseudogene 4"
HGNC:9628	PTMAP5			13q31.1	S38627	"gene sequence 150"	"prothymosin, alpha pseudogene 5 (gene sequence 150)", "prothymosin, alpha pseudogene 5"
HGNC:16573	PTMAP6		dJ539E24.2	20q13.31	AL121920		"prothymosin, alpha pseudogene 6"
HGNC:20031	PTMAP7			14q32.12			"prothymosin, alpha pseudogene 7"
HGNC:42437	PTMAP8			3q13.31			"prothymosin, alpha pseudogene 8"
HGNC:34054	PTMAP9			12p13.2
HGNC:53978	PTMAP10			7q33
HGNC:53979	PTMAP11			9q22.33
HGNC:53982	PTMAP12			9q22.32
HGNC:53983	PTMAP13			17q25.1
HGNC:53984	PTMAP14			Xp22.2
HGNC:53985	PTMAP15			8q22.3
HGNC:9629	PTMS		ParaT	12p13.31
HGNC:9630	PTN	NEGF1	HBNF, HBGF8	7q33	M57399	"heparin binding growth factor 8"	"neurite growth-promoting factor 1"
HGNC:9631	PTOS1			1p34.1-p32
HGNC:9632	PTOV1			19q13.33	AF238381		"prostate tumor overexpressed 1"
HGNC:44174	PTOV1-AS1			19q13.33	BC043359		"PTOV1 antisense RNA 1 (non-protein coding)"
HGNC:51284	PTOV1-AS2			19q13.33
HGNC:9633	PTP4A
HGNC:9634	PTP4A1		PTPCAAX1, PRL-1, PRL1	6q12	U48296	"phosphatase of regenerating liver 1"	"protein tyrosine phosphatase type IVA, member 1"
HGNC:41928	PTP4A1P1			2q24.1			"protein tyrosine phosphatase type IVA, member 1 pseudogene 1"
HGNC:41929	PTP4A1P2			12q24.33			"protein tyrosine phosphatase type IVA, member 1 pseudogene 2"
HGNC:41930	PTP4A1P3			7q21.13			"protein tyrosine phosphatase type IVA, member 1 pseudogene 3"
HGNC:41931	PTP4A1P4			5q14.3			"protein tyrosine phosphatase type IVA, member 1 pseudogene 4"
HGNC:41932	PTP4A1P5			Xp21.3			"protein tyrosine phosphatase type IVA, member 1 pseudogene 5"
HGNC:41933	PTP4A1P6			11q14.2			"protein tyrosine phosphatase type IVA, member 1 pseudogene 6"
HGNC:41934	PTP4A1P7			1q25.2			"protein tyrosine phosphatase type IVA, member 1 pseudogene 7"
HGNC:9635	PTP4A2	PTP4A	HU-PP-1, PTPCAAX2, OV-1, ptp-IV1a, PRL-2, PRL2	1p35.2	L48723	"phosphatase of regenerating liver 2"	"protein tyrosine phosphatase type IVA, member 2"
HGNC:9637	PTP4A2P1	PTP4AP1	h-PRL-1	17q21.2			"protein tyrosine phosphatase type IVA pseudogene 1", "protein tyrosine phosphatase type IVA, member 2 pseudogene 1"
HGNC:9638	PTP4A2P2	PTP4AP2		11q25	L48937		"protein tyrosine phosphatase type IVA pseudogene 2", "protein tyrosine phosphatase type IVA, member 2 pseudogene 2"
HGNC:9636	PTP4A3		PRL-3, PRL-R, PRL3	8q24.3	AF041434	"phosphatase of regenerating liver 3"	"protein tyrosine phosphatase type IVA, member 3"
HGNC:9308	PTPA	PPP2R4	PR53	9q34.11	X73478	"phosphotyrosyl phosphatase activator", "PP2A phosphatase activator"	"protein phosphatase 2A, regulatory subunit B' (PR 53)", "protein phosphatase 2A activator, regulatory subunit 4", "protein phosphatase 2 regulatory subunit 4"
HGNC:30184	PTPDC1		PTP9Q22, FLJ37312	9q22.32	BC051654	"protein tyrosine phosphatase PTP9Q22"
HGNC:9641	PTPLC			reserved
HGNC:26965	PTPMT1		PLIP, DUSP23, MOSP	11p11.2	BC014048	"PTEN-like phosphatase", "phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1"
HGNC:9642	PTPN1	PTP1B		20q13.13
HGNC:9650	PTPN2	PTPT	TCELLPTP, TC-PTP, TCPTP	18p11.21	M25393
HGNC:9653	PTPN2P1	PTPN2P, PTPTP1		1q25.2			"protein tyrosine phosphatase, non-receptor type 2 (pseudogene 1)", "protein tyrosine phosphatase, non-receptor type 2 pseudogene 1"
HGNC:9654	PTPN2P2			13q12.3			"protein tyrosine phosphatase, non-receptor type 2 (pseudogene 2)", "protein tyrosine phosphatase, non-receptor type 2 pseudogene 2"
HGNC:9655	PTPN3		PTPH1	9q31
HGNC:9656	PTPN4		PTPMEG	2q14.2			"protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)"
HGNC:9657	PTPN5		STEP, PTPSTEP, STEP61	11p15.1	BC064807	"striatal-enriched protein tyrosine phosphatase"	"protein tyrosine phosphatase, non-receptor type 5 (striatum-enriched)"
HGNC:9658	PTPN6		HCP, HCPH, PTP-1C, SHP-1, SHP1	12p13.31
HGNC:9659	PTPN7		HEPTP, LC-PTP	1q32.1	BC001746
HGNC:9660	PTPN8			reserved
HGNC:9661	PTPN9		MEG2	15q24.2
HGNC:9643	PTPN10
HGNC:9644	PTPN11	NS1	BPTP3, SH-PTP2, SHP-2, PTP2C, SHP2	12q24.13	D13540	"SH2 domain-containing protein tyrosine phosphatase 2"	"Noonan syndrome 1", "protein tyrosine phosphatase, non-receptor type 11"
HGNC:9645	PTPN12		PTPG1, PTP-PEST	7q11.23
HGNC:9646	PTPN13		PTP1E, PTP-BAS, PTPL1, PTP-BL	4q21.3		"APO-1/CD95 (Fas)-associated phosphatase"	"protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)"
HGNC:9647	PTPN14		PEZ, PTPD2	1q32.3-q41	X82676
HGNC:9648	PTPN17	PTPN17		reserved
HGNC:9649	PTPN18		BDP1	2q21.1	X79568	"brain derived phosphatase"	"protein tyrosine phosphatase, non-receptor type 18 (brain-derived)"
HGNC:23423	PTPN20	PTPN20A, PTPN20B	bA42B19.1, DKFZP566K0524, bA142I17.1, CT126	10q11.22			"protein tyrosine phosphatase, non-receptor type 20A", "protein tyrosine phosphatase, non-receptor type 20B"
HGNC:23422	PTPN20A		bA142I17.1, CT126	10q11.22		"cancer/testis antigen 126"
HGNC:23424	PTPN20CP	PTPN20C	bA164N7.3	10q11.22			"protein tyrosine phosphatase, non-receptor type 20C"
HGNC:9651	PTPN21		PTPD1, PTPRL10	14q31.3	X79510
HGNC:9652	PTPN22	PTPN8	Lyp, Lyp1, Lyp2	1p13.2	AF001846		"protein tyrosine phosphatase, non-receptor type 8", "protein tyrosine phosphatase, non-receptor type 22 (lymphoid)"
HGNC:14406	PTPN23		DKFZP564F0923, KIAA1471, HD-PTP	3p21.31	AB025194
HGNC:55397	PTPN23-DT			3p21.31
HGNC:9664	PTPRA	PTPRL2, PTPA	LRP, HLPR, HPTPA, RPTPA	20p13
HGNC:9665	PTPRB	PTPB		12q15	X54131
HGNC:9666	PTPRC	CD45	LCA, T200, GP180	1q31.3-q32.1	Y00062
HGNC:9667	PTPRCAP		LPAP, CD45-AP	11q13.2
HGNC:9668	PTPRD		PTPD, HPTP	9p24.1-p23	X54133
HGNC:49753	PTPRD-AS1			9p24.1	AK094342
HGNC:49754	PTPRD-DT	PTPRD-AS2		9p23			"PTPRD antisense RNA 2 (head to head)"
HGNC:9669	PTPRE		PTPE	10q26.2	AF406557
HGNC:9670	PTPRF	LAR		1p34.2	Y00815
HGNC:9671	PTPRG	PTPG	RPTPG	3p14.2	L09247
HGNC:44638	PTPRG-AS1			3p14.2	AK308660, BC041886
HGNC:9672	PTPRH		SAP-1	19q13.42
HGNC:9673	PTPRJ		DEP1, HPTPeta, CD148	11p11.2	U10886
HGNC:50634	PTPRJ-AS1			11p11.2	AI365468
HGNC:9674	PTPRK		R-PTP-kappa	6q22.33	L77886
HGNC:40484	PTPRK-AS1			6q22.33
HGNC:9675	PTPRM	PTPRL1	RPTPU, hR-PTPu	18p11.23	X58288
HGNC:9676	PTPRN		IA-2, ICA512	2q35		"insulinoma-associated tyrosine-phosphatase-like protein", "islet cell antigen 512"
HGNC:9677	PTPRN2		KIAA0387, phogrin, ICAAR, IA-2beta	7q36.3	AB002385	"IAR PTPRP"	"protein tyrosine phosphatase, receptor type, N polypeptide 2"
HGNC:40488	PTPRN2-AS1			7q36.3
HGNC:9678	PTPRO		PTPU2, GLEPP1, PTP-U2, PTP-oc, NPHS6	12p12.3	U20489	"osteoclastic transmembrane protein-tyrosine phosphatase"
HGNC:9679	PTPRQ	DFNB84		12q21.31	AF169351	"phosphatidylinositol phosphatase PTPRQ"	"deafness, autosomal recessive 84"
HGNC:9680	PTPRR	PTPRQ	PTPBR7, PTP-SL, EC-PTP, PCPTP1	12q15	D64053
HGNC:9681	PTPRS			19p13.3	U35234
HGNC:9682	PTPRT		RPTPrho, KIAA0283	20q12-q13.11	AF043644
HGNC:40491	PTPRT-AS1			20q12
HGNC:55715	PTPRT-DT			20q13.11
HGNC:9683	PTPRU		PTPRO, hPTP-J, PCP-2, FMI, PTP	1p35.3	U71075	"pi R-PTP-Psi"
HGNC:13421	PTPRVP	PTPRV	OST-PTP, ESP	1q32.1	AJ629456
HGNC:9684	PTPRZ
HGNC:9685	PTPRZ1	PTPZ, PTPRZ	PTP18, RPTPB, phosphacan	7q31.32	M93426		"protein tyrosine phosphatase, receptor-type, Z polypeptide 1"
HGNC:9686	PTPRZ2		HTPZP2, PTPRZ	1p36.3			"protein tyrosine phosphatase, receptor-type, Z polypeptide 2"
HGNC:9687	PTPTP1
HGNC:27039	PTRH1	C9orf115	PTH1	9q34.11	AK090922		"chromosome 9 open reading frame 115", "peptidyl-tRNA hydrolase 1 homolog (S. cerevisiae)"
HGNC:24265	PTRH2		BIT1, CGI-147, PTH2, CFAP37	17q23.1	AF151905	"Bcl-2 inhibitor of transcription", "cilia and flagella associated protein 37"
HGNC:33782	PTRHD1	C2orf79	LOC391356	2p23.3			"chromosome 2 open reading frame 79"
HGNC:9689	PTS		PTPS	11q23.1	U63382
HGNC:9690	PTTG1	TUTR1	PTTG, HPTTG, EAP1, securin	5q33.3	AF062649	"ESP1-associated protein 1", "tumor-transforming protein 1"	"pituitary tumor-transforming 1"
HGNC:13524	PTTG1IP	C21orf3, C21orf1	PBF, PTTG1IP1	21q22.3	AF149785		"pituitary tumor-transforming 1 interacting protein"
HGNC:55318	PTTG1IP2			7q21.13
HGNC:9691	PTTG2			4p14	AF095288
HGNC:13422	PTTG3P	PTTG3		8q13.1	AF095289		"pituitary tumor-transforming 3"
HGNC:20055	PTTG4P			14q24.2
HGNC:9692	PTX3	TNFAIP5	TSG-14	3q25.32	X63613	"long pentraxin 3"	"pentaxin-related gene, rapidly induced by IL-1 beta", "tumor necrosis factor, alpha-induced protein 5", "pentraxin-related gene, rapidly induced by IL-1 beta", "pentraxin 3, long"
HGNC:14171	PTX4	C16orf38		16p13.3		"long pentraxin 4"	"chromosome 16 open reading frame 38", "pentraxin 4, long"
HGNC:9693	PUAB1
HGNC:9694	PUAB2
HGNC:9695	PUAB3
HGNC:9696	PUAB4
HGNC:9697	PUAB5
HGNC:16818	PUDP	FAM16AX, HDHD1A, HDHD1	DXF68S1E, GS1	Xp22.31	M86934		"family with sequence similarity 16, member A, X-linked", "haloacid dehalogenase-like hydrolase domain containing 1A", "haloacid dehalogenase-like hydrolase domain containing 1"
HGNC:20200	PUDPP1	FAM16AY, HDHD1BP, HDHD1P1		Yq11.221			"family with sequence similarity 16, member A, Y-linked", "HDHD family member 1B, pseudogene", "haloacid dehalogenase-like hydrolase domain containing 1 pseudogene 1"
HGNC:20195	PUDPP2	FAM16B, HDHD1CP, HDHD1P2		1q21.3			"family with sequence similarity 16, member B", "HDHD family member 1C, pseudogene", "haloacid dehalogenase-like hydrolase domain containing 1 pseudogene 2"
HGNC:38118	PUDPP3	HDHD1DP, HDHD1P3		20q11.21			"HDHD family member 1D, pseudogene", "haloacid dehalogenase-like hydrolase domain containing 1 pseudogene 3"
HGNC:17042	PUF60		FIR, SIAHBP1, RoBPI	8q24.3	AF114818	"siah binding protein 1", "FBP interacting repressor", "pyrimidine tract binding splicing factor", "Ro ribonucleoprotein binding protein 1"	"poly(U) binding splicing factor 60KDa"
HGNC:9698	PUM
HGNC:14957	PUM1		PUMH1, KIAA0099	1p35.2	AF315592		"pumilio homolog 1 (Drosophila)"
HGNC:14958	PUM2		PUMH2, KIAA0235	2p24.1	AF315591		"pumilio homolog 2 (Drosophila)"
HGNC:29676	PUM3	KIAA0020	XTP5, PEN, PUF6, hPUF-A, HA-8, Puf-A	9p24.2	AL832239	"penguin homolog (Drosophila)", "minor histocompatibility antigen HA-8"	"KIAA0020"
HGNC:9699	PUMB1
HGNC:9701	PURA		PURALPHA, PUR1, PUR-ALPHA	5q31.3	BC036087
HGNC:9702	PURB		PURBETA	7p13
HGNC:17930	PURG		PURG-A, PURG-B	8p12	AF195513
HGNC:48995	PURPL	LINC01021	LOC643401, RP11-46C20.1	5p14.1			"long intergenic non-protein coding RNA 1021"
HGNC:15508	PUS1		MLASA1	12q24.33	AF116238	"tRNA pseudouridine(38-40) synthase", "mitochondrial myopathy and sideroblastic anemia 1"	"pseudouridylate synthase 1"
HGNC:25461	PUS3		FKSG32, DEG1	11q24.2	BC004822	"tRNA pseudouridine(38/39) synthase", "tRNA-uridine isomerase 3"	"pseudouridylate synthase 3"
HGNC:26033	PUS7		FLJ20485	7q22.3	AK128629		"pseudouridylate synthase 7 homolog (S. cerevisiae)", "pseudouridylate synthase 7 (putative)", "pseudouridylate synthase 7"
HGNC:25276	PUS7L		DKFZP434G1415	12q12	BX647494		"pseudouridylate synthase 7 homolog (S. cerevisiae)-like", "pseudouridylate synthase 7-like", "pseudouridylate synthase 7 like"
HGNC:49779	PUS7P1			9p22.2
HGNC:26505	PUS10	CCDC139	FLJ32312	2p16.1-p15	AK056874		"coiled-coil domain containing 139", "pseudouridylate synthase 10"
HGNC:26914	PUSL1		FLJ90811	1p36.33	AK027721		"pseudouridylate synthase like 1"
HGNC:9703	PUT1
HGNC:9704	PVALB		D22S749	22q12.3		"parvalbumin alpha"
HGNC:40053	PVALEF	AATK-AS1		17q25.3			"AATK antisense RNA 1 (non-protein coding)", "AATK antisense RNA 1"
HGNC:9705	PVR	PVS	CD155, HVED, Necl-5, NECL5, Tage4	19q13.31	BC015542	"nectin-like 5"	"poliovirus receptor"
HGNC:32190	PVRIG		MGC2463, C7orf15, CD112R	7q22.1	BC001129	"CD112 receptor", "nectin-2 receptor"	"poliovirus receptor related immunoglobulin domain containing"
HGNC:48897	PVRIG2P			7q22.1			"poliovirus receptor related immunoglobulin domain containing 2, pseudogene"
HGNC:9708	PVS
HGNC:9709	PVT1		NCRNA00079, LINC00079, onco-lncRNA-100, MIR1204HG	8q24.21	M31519	"non-protein coding RNA 79", "long intergenic non-protein coding RNA 79", "MIR1204, MIR1205, MIR1206 and MIR1207 host gene", "plasmacytoma variant translocation 1"	"pvt-1 (murine) oncogene homolog, MYC activator", "Pvt1 oncogene homolog (mouse)", "Pvt1 oncogene (non-protein coding)"
HGNC:30089	PWAR1		PAR1, PAR-1	15q11.2		"Prader Willi/Angelman region 1"
HGNC:29998	PWAR4		PAR4, PAR-4	15q11.2
HGNC:30090	PWAR5		PAR5, PAR-5	15q11.2		"Prader Willi/Angelman syndrome 5"
HGNC:49129	PWAR6		HBT8, PAR-6	15q11.2	BC043194, AK096584
HGNC:30001	PWARSN		PAR-SN, PARSN	15q11.2		"paternally expressed transcript adjacent to snRPN"
HGNC:9710	PWCR	PWCR		15q11-q12			"Prader-Willi syndrome chromosome region"
HGNC:13423	PWCR1	PWCR1	PET1	15q11.2			"Prader-Willi syndrome chromosome region 1"
HGNC:17015	PWP1		IEF-SSP-9502	12q23.3	BC000067	"endonuclein"	"PWP1 homolog (S. cerevisiae)"
HGNC:9711	PWP2	PWP2H	EHOC-17, UTP1	21q22.3			"PWP2 periodic tryptophan protein homolog (yeast)", "PWP2, small subunit processome component"
HGNC:33235	PWRN1		NCRNA00198	15q11.2	AC139362, AC139147, AC100720	"non-protein coding RNA 198"
HGNC:33236	PWRN2		NCRNA00199	15q11.2	AC087474	"non-protein coding RNA 199"
HGNC:49131	PWRN3			15q11.2	AA412395, DB060889
HGNC:49130	PWRN4		LINC01084	15q11.2	CK820921, BI712798	"long intergenic non-protein coding RNA 1084"
HGNC:29406	PWWP2A		KIAA1935	5q33.3
HGNC:39709	PWWP2AP1			13q31.1
HGNC:25150	PWWP2B	PWWP2	bA432J24.1, FLJ46823	10q26.3	AK128663		"PWWP domain containing 2"
HGNC:29641	PWWP3A	MUM1	MUM-1, EXPAND1	19p13.3	AK075241		"melanoma associated antigen (mutated) 1"
HGNC:26583	PWWP3B	MUM1L1	FLJ33516	Xq22.3	AK090835		"melanoma associated antigen (mutated) 1-like 1", "MUM1 like 1"
HGNC:55197	PWWP4			Xq28
HGNC:21361	PXDC1	C6orf145		6p25.2	AJ420534		"chromosome 6 open reading frame 145"
HGNC:14966	PXDN		KIAA0230, PRG2, MG50, D2S448, D2S448E, PXN	2p25.3	AF200348		"peroxidasin homolog (Drosophila)"
HGNC:26359	PXDNL		FLJ25471, PMR1	8q11.22-q11.23		"polysomal ribonuclease 1 homolog (Xenopus)"	"peroxidasin homolog-like (Drosophila)", "peroxidasin homolog (Drosophila)-like"
HGNC:9712	PXE			16p13.1			"pseudoxanthoma elasticum"
HGNC:23326	PXK		FLJ20335, Slob	3p14.3	AY274811		"PX domain containing serine/threonine kinase"
HGNC:9714	PXMP1
HGNC:9715	PXMP1L
HGNC:9716	PXMP2		PMP22, MPV17L3	12q24.33			"peroxisomal membrane protein 2 (22kD)", "peroxisomal membrane protein 2, 22kDa"
HGNC:15920	PXMP4		PMP24	20q11.22	AF072864	"24 kDa peroxisomal intrinsic membrane protein"	"peroxisomal membrane protein 4 (24kD)", "peroxisomal membrane protein 4, 24kDa"
HGNC:9718	PXN			12q24.23	U14588
HGNC:44123	PXN-AS1		EyeLinc4	12q24.23			"PXN antisense RNA 1 (non-protein coding)"
HGNC:18312	PXT1		STEPP	6p21.31	AF486827		"peroxisomal, testis specific 1"
HGNC:26303	PXYLP1	ACPL2	FLJ23751	3q23			"acid phosphatase-like 2"
HGNC:16608	PYCARD		TMS-1, CARD5, ASC	16p11.2	AB023416	"apoptosis-associated speck-like", "apoptosis-associated speck-like protein containing a CARD"
HGNC:45036	PYCARD-AS1	C16orf98, PYCARDOS		16p11.2			"chromosome 16 open reading frame 98", "PYCARD opposite strand"
